https://img.xssdcdn.com/perfume/877745.jpg	爱马仕 李先生的花园 Hermes Le Jardin de Monsieur Li, 2015	气味：金橘,茉莉,薄荷	 9.1 分	975 评价	柑橘调 Citrus
https://img.xssdcdn.com/perfume/237782.jpg	凯文克莱 唯一 Calvin Klein CK One, 1994	前调：菠萝,绿叶,橘子,木瓜,香柠檬,小豆蔻,柠檬中调：肉豆蔻,紫罗兰,鸢尾根,茉莉,铃兰,玫瑰后调：檀香木,琥珀,麝香,雪松,橡木苔	 8.5 分	1080 评价	柑橘调 Citrus
https://img.xssdcdn.com/perfume/370823.jpg	伊丽莎白雅顿 绿茶 Elizabeth Arden Green Tea, 1999	前调：大黄,薄荷,橙子,香柠檬,柠檬中调：康乃馨,麝香,茉莉,橡木苔,琥珀,小茴香后调：葛缕子,琥珀,麝香,茶叶,茉莉,公丁香,橡木苔,芹菜籽	 7.8 分	984 评价	柑橘调 Citrus
https://img.xssdcdn.com/perfume/947895.jpg	欧珑 赤霞橘光（血橙） Atelier Cologne Orange Sanguine, 2010	前调：血橙,苦橙中调：茉莉,老鹳草后调：零陵香豆,檀香木,琥珀	 9.2 分	530 评价	柑橘调 Citrus
https://img.xssdcdn.com/perfume/294895.jpg	迪奥 清新之水 Dior Eau Sauvage, 1966	前调：迷迭香,葛缕子,果香,罗勒,香柠檬,柠檬中调：芫荽,康乃馨,檀香木,广藿香,鸢尾根,茉莉,玫瑰后调：琥珀,麝香,橡木苔,香根草	 9.4 分	488 评价	柑橘调 Citrus
https://img.xssdcdn.com/perfume/113118.jpg	摩勒沃兹 4711原始古龙水 Maurer & Wirtz 4711 Original Eau de Cologne, 1792	前调：橙子,桃子,罗勒,香柠檬,柠檬中调：仙客来,百合,香瓜,茉莉,玫瑰后调：广藿香,香根草,麝香,檀香木,橡木苔,雪松	 8.6 分	381 评价	柑橘调 Citrus
https://img.xssdcdn.com/perfume/803411.jpg	蒂埃里·穆勒 青净古龙水 Mugler Cologne, 2001	前调：橙花油,香柠檬,苦橙叶中调：橙花后调：麝香	 9.3 分	396 评价	柑橘调 Citrus
https://img.xssdcdn.com/perfume/274548.jpg	摩勒沃兹 血橙和罗勒古龙水 Maurer & Wirtz 4711 Acqua Colonia Blood Orange & Basil, 2010	气味：血橙,罗勒	 8.7 分	316 评价	柑橘调 Citrus
https://img.xssdcdn.com/perfume/540570.jpg	博柏利 绵羊宝贝 Burberry Baby Touch, 2002	前调：大黄,橙子,橘子,柠檬马鞭草,薄荷中调：仙客来,橙花,铃兰,茉莉后调：香草,橡木苔,牛奶	 8.4 分	343 评价	柑橘调 Citrus
https://img.xssdcdn.com/perfume/610233.jpg	祖马龙 柠檬罗勒与桔 Jo Malone Lime Basil & Mandarin, 1999	前调：青柠,橘子,香柠檬中调：罗勒,紫丁香,鸢尾花,百里香后调：广藿香,香根草	 7.8 分	307 评价	柑橘调 Citrus
https://img.xssdcdn.com/perfume/590139.jpg	蒂普提克 东京柑橘 Diptyque Oyedo, 2000	前调：青柠,橘子,柠檬,日本柚子中调：百里香后调：木质香	 8.4 分	266 评价	柑橘调 Citrus
https://img.xssdcdn.com/perfume/453731.jpg	娇兰 花草水语-柑橘罗勒 Guerlain Aqua Allegoria Mandarine Basilic, 2007	前调：克里曼丁红橘,橙花,常春藤,茶叶,苦橙中调：牡丹,洋甘菊,橘子,罗勒后调：檀香木,琥珀	 8.8 分	313 评价	柑橘调 Citrus
https://img.xssdcdn.com/perfume/988284.jpg	博柏利 周末男士 Burberry Weekend for Men, 1997	前调：菠萝,香瓜,橘子,葡萄柚,香柠檬,柠檬中调：檀香木,常春藤,橡木苔后调：蜂蜜,琥珀,麝香	 8.3 分	331 评价	柑橘调 Citrus
https://img.xssdcdn.com/perfume/879468.jpg	安霓可古特尔 哈德良之水 Annick Goutal Eau d'Hadrien, 1981	气味：柏树,葡萄柚,柠檬,柠檬,香橼,橘子,醛,依兰	 8.7 分	260 评价	柑橘调 Citrus
https://img.xssdcdn.com/perfume/895511.jpg	帕尔玛之水 蓝色地中海-卡普里岛橙 Acqua di Parma Blu Mediterraneo - Arancia di Capri, 1999	前调：橙子,橘子,香柠檬,柠檬中调：苦橙叶,小豆蔻后调：麝香,焦糖	 8.8 分	197 评价	柑橘调 Citrus
https://img.xssdcdn.com/perfume/563267.jpg	宝格丽 绿茶 Bvlgari Eau Parfumee au The Vert, 1992	前调：芫荽,橙花,橘子,香柠檬,小豆蔻,柠檬中调：茉莉,铃兰,玫瑰后调：檀香木,琥珀,麝香,茶叶,木质香,雪松	 7.8 分	298 评价	柑橘调 Citrus
