https://img.xssdcdn.com/perfume/595834.jpg	香奈儿 嘉柏丽尔 Chanel Gabrielle, 2017	前调：橘子,葡萄柚,黑加仑中调：晚香玉,依兰,茉莉,橙花后调：檀香木,麝香	 7.7 分	350 评价
https://img.xssdcdn.com/perfume/298678.jpg	香奈儿 可可小姐 Chanel Coco Mademoiselle, 2001	前调：橙子,橘子,橙花,香柠檬中调：含羞草,茉莉,玫瑰,依兰后调：零陵香豆,广藿香,红没药,香草,香根草,麝香	 9.2 分	866 评价
https://img.xssdcdn.com/perfume/777924.jpg	香奈儿 邂逅清新（绿邂逅） Chanel Chance Eau Fraiche, 2007	前调：柠檬,雪松中调：粉红胡椒,凤眼兰,茉莉后调：柚木,鸢尾花,琥珀,广藿香,香根草,麝香	 8.9 分	828 评价
https://img.xssdcdn.com/perfume/997029.jpg	香奈儿 5号 Chanel N°5, 1921	前调：醛,橙花油,依兰,香柠檬,柠檬中调：鸢尾花,鸢尾根,茉莉,铃兰,玫瑰后调：琥珀,檀香木,广藿香,麝香,麝猫香,香草,橡木苔,香根草	 8.8 分	746 评价
https://img.xssdcdn.com/perfume/176433.jpg	香奈儿 蔚蓝 Chanel Bleu de Chanel, 2010	气味：劳丹脂,肉豆蔻,生姜,檀香木,广藿香,薄荷,茉莉,葡萄柚,柠檬,香根草,焚香,雪松,粉红胡椒	 8.9 分	645 评价
https://img.xssdcdn.com/perfume/328164.jpg	香奈儿 邂逅柔情（粉邂逅） Chanel Chance Eau Tendre, 2010	前调：葡萄柚,木梨中调：茉莉,风信子后调：麝香,鸢尾花,雪松,琥珀	 9 分	647 评价
https://img.xssdcdn.com/perfume/750128.jpg	香奈儿 19号 Chanel No 19 Eau de Parfum	前调：橙花油,香柠檬,绿叶中调：鸢尾花,水仙花,玫瑰,铃兰,依兰后调：香根草,檀香木,橡木苔,皮革	 9.2 分	315 评价
https://img.xssdcdn.com/perfume/440460.jpg	香奈儿 邂逅（黄邂逅） Chanel Chance Eau de Toilette, 2003	前调：菠萝,鸢尾花,广藿香,粉红胡椒,风信子中调：茉莉,柠檬后调：麝香,广藿香,香草,香根草	 8.7 分	441 评价
https://img.xssdcdn.com/perfume/945660.jpg	香奈儿 珍藏系列梧桐影木 Chanel Les Exclusifs de Chanel Sycomore, 2008	气味：香根草,檀香木,醛,烟草,紫罗兰,柏树,杜松,粉红胡椒,辛香料	 9.4 分	178 评价
https://img.xssdcdn.com/perfume/331972.jpg	香奈儿 5号淡香水 Chanel No 5 Eau de Toilette, 1921	前调：橙花油,依兰,香柠檬,柠檬,醛中调：鸢尾花,茉莉,鸢尾根,玫瑰,铃兰后调：香根草,麝香,檀香木,广藿香,橡木苔,琥珀,香草,麝猫香	 8.3 分	310 评价
https://img.xssdcdn.com/perfume/748009.jpg	香奈儿 可可小姐淡香水 Chanel Coco Mademoiselle Eau de toilette, 2002	前调：橙子,葡萄柚,香柠檬中调：荔枝,茉莉,玫瑰后调：广藿香,香根草,香草,麝香	 8.7 分	304 评价
https://img.xssdcdn.com/perfume/809824.jpg	香奈儿 力度 Chanel Antaeus, 1981	前调：芫荽,香柠檬,柠檬,青柠,快乐鼠尾草,没药中调：茉莉,百里香,玫瑰,罗勒后调：劳丹脂,广藿香,橡木苔,海狸香	 8.9 分	161 评价
https://img.xssdcdn.com/perfume/557383.jpg	香奈儿 可可小姐黑色 Chanel Coco Noir, 2012	前调：葡萄柚,香柠檬,橙子中调：茉莉,玫瑰,水仙花,老鹳草,桃子后调：零陵香豆,广藿香,檀香木,香草,麝香,乳香,安息香脂,公丁香	 8.5 分	384 评价
https://img.xssdcdn.com/perfume/587917.jpg	香奈儿 可可女士 Chanel Coco Eau de Parfum, 1984	前调：芫荽,橘子,桃子,茉莉,玫瑰中调：含羞草,公丁香,橙花,三叶草,玫瑰后调：劳丹脂,琥珀,檀香木,零陵香豆,红没药,麝猫香,香草	 9.3 分	261 评价
https://img.xssdcdn.com/perfume/256912.jpg	香奈儿 5号之水 Chanel No 5 L'Eau, 2016	前调：柠檬,橘子,橙子,橙花油,醛,香柠檬,青柠中调：玫瑰,茉莉,依兰后调：雪松,麝香,香草,鸢尾根	 8.9 分	201 评价
https://img.xssdcdn.com/perfume/896190.jpg	香奈儿 19号淡香水 Chanel N°19 EDT, 1970	前调：白松香,风信子,橙花油,香柠檬中调：鸢尾花,鸢尾根,茉莉,依兰,铃兰,玫瑰,水仙花后调：皮革,檀香木,麝香,橡木苔,香根草,雪松	 8.4 分	282 评价
